Country_ID,Year,Total losses
SI,2020,9.0
SI,2021,0.0
SI,2022,166.0
SI,2023,9935.0
SK,1980,154.0
SK,1981,154.0
SK,1982,154.0
SK,1983,154.0
SK,1984,154.0
SK,1985,154.0
SK,1986,154.0
SK,1987,154.0
SK,1988,154.0
SK,1989,154.0
SK,1990,154.0
SK,1991,154.0
SK,1992,154.0
SK,1993,154.0
SK,1994,154.0
SK,1995,154.0
SK,1996,154.0
SK,1997,154.0
SK,1998,112.0
SK,1999,485.0
SK,2000,256.5
SK,2001,28.0
SK,2002,7.0
SK,2003,283.0
SK,2004,564.0
SK,2005,0.0
SK,2006,79.0
SK,2007,1.0
SK,2008,0.0
SK,2009,23.5
SK,2010,47.0
SK,2011,36.333333333333336
SK,2012,25.666666666666668
SK,2013,15.0
SK,2014,12.0
SK,2015,9.0
SK,2016,6.0
SK,2017,3.0
SK,2018,0.0
SK,2019,33.0
SK,2020,21.0
SK,2021,40.0
SK,2022,85.0
SK,2023,20.0
TR,1980,30.0
TR,1981,0.0
TR,1982,0.0
TR,1983,64.0
TR,1984,16.0
TR,1985,3.0
TR,1986,16.0
TR,1987,0.0
TR,1988,0.0
TR,1989,2.0
TR,1990,235.0
TR,1991,44.0
TR,1992,1361.0
TR,1993,0.0
TR,1994,0.0
TR,1995,544.0
TR,1996,47.0
TR,1997,0.0
TR,1998,3087.0
TR,1999,23198.0
TR,2000,53.0
TR,2001,41.0
TR,2002,176.0
TR,2003,150.0
TR,2004,4.0
TR,2005,26.0
TR,2006,351.0
TR,2007,7.0
TR,2008,0.0
TR,2009,1146.0
TR,2010,13.0
TR,2011,1232.0
TR,2012,55.0
TR,2013,10.0
TR,2014,5.0
TR,2015,14.0
TR,2016,0.0
TR,2017,616.0
TR,2018,11.0
TR,2019,161.0
TR,2020,959.0
TR,2021,714.0
TR,2022,338.0
TR,2023,76849.0
