PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,Finland,2011,Fluorides (as total F),109980
2025/03/10,Italy,2023,Hexabromobiphenyl,0.7
2025/03/10,Spain,2015,Trichlorobenzenes (TCB),18.77
2025/03/10,Latvia,2022,Cadmium and compounds (as Cd),10.2
2025/03/10,Malta,2008,Total nitrogen,276700
2025/03/10,Czechia,2020,Toluene,82.3
2025/03/10,Greece,2011,Total nitrogen,3044500
2025/03/10,Slovakia,2021,Arsenic and compounds (as As),80.60000000000001
2025/03/10,Romania,2017,Lindane,1.15
2025/03/10,Czechia,2008,Trichloromethane,198
2025/03/10,Luxembourg,2023,Total organic carbon(as total C or COD/3) (TOC),192000
2025/03/10,Germany,2014,Hexachlorobutadiene (HCBD),1.4
2025/03/10,Finland,2018,Di-(2-ethyl hexyl) phthalate (DEHP),34.47
2025/03/10,Denmark,2011,Lead and compounds (as Pb),167
2025/03/10,Sweden,2021,Benzene,201
2025/03/10,Greece,2017,Chromium and compounds (as Cr),3233.7
2025/03/10,Romania,2013,Dichloromethane (DCM),105
2025/03/10,Slovakia,2010,Triphenyltin and compounds,8.5
2025/03/10,Italy,2021,Trifluralin,20.173
2025/03/10,Greece,2022,Total phosphorus,1132200
2025/03/10,United Kingdom,2010,Polychlorinated biphenyls (PCBs),0.59
2025/03/10,Czechia,2015,Tetrachloromethane (TCM),10
2025/03/10,Slovakia,2014,Trichloroethylene (TRI),121.1
2025/03/10,Slovakia,2009,Triphenyltin and compounds,1.97
2025/03/10,Finland,2019,Dichloromethane (DCM),48
2025/03/10,Ireland,2018,Total nitrogen,5779137.485
2025/03/10,Croatia,2016,Arsenic and compounds (as As),5.17
2025/03/10,Portugal,2016,Trichloroethylene (TRI),32.2
2025/03/10,Slovakia,2009,Polycyclic aromatic hydrocarbons (PAHs),35.44
2025/03/10,Lithuania,2019,Total phosphorus,62400
2025/03/10,Romania,2014,Mercury and compounds (as Hg),39.54
2025/03/10,Czechia,2019,Cadmium and compounds (as Cd),96.90899999999999
2025/03/10,Czechia,2016,Trichloromethane,33
2025/03/10,Iceland,2010,Cadmium and compounds (as Cd),13
2025/03/10,Austria,2022,Trichloromethane,89.9
2025/03/10,Germany,2022,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",3.27
2025/03/10,Slovakia,2022,Polychlorinated biphenyls (PCBs),0.66
2025/03/10,Norway,2017,Nonylphenol and Nonylphenol ethoxylates,1.38
2025/03/10,Lithuania,2018,Cadmium and compounds (as Cd),8.3
2025/03/10,Italy,2015,Polycyclic aromatic hydrocarbons (PAHs),122.50999999999999
2025/03/10,Slovenia,2007,Phenols (as total C),30
2025/03/10,Luxembourg,2017,Zinc and compounds (as Zn),507
2025/03/10,Spain,2007,Endosulphan,3.07
2025/03/10,Romania,2008,Tetrachloromethane (TCM),10.4
2025/03/10,Netherlands,2009,"1,2-dichloroethane (DCE-1,2)",192
2025/03/10,Slovenia,2014,Phenols (as total C),23
2025/03/10,Ireland,2011,Diuron,4.82
2025/03/10,Italy,2016,"Chloro-alkanes, C10-C13",13.59
2025/03/10,Italy,2019,Triphenyltin and compounds,14.57
2025/03/10,Denmark,2016,Copper and compounds (as Cu),369
2025/03/10,Finland,2014,"1,2-dichloroethane (DCE-1,2)",377
2025/03/10,Spain,2007,Cadmium and compounds (as Cd),1117.2
2025/03/10,France,2021,Total nitrogen,43444600
2025/03/10,Belgium,2022,Nickel and compounds (as Ni),1968.8600000000001
2025/03/10,Ireland,2008,Anthracene,1.73
2025/03/10,Ireland,2009,Atrazine,14.86
2025/03/10,Germany,2011,Chromium and compounds (as Cr),15568.2
2025/03/10,Italy,2013,Total phosphorus,2848290
2025/03/10,Spain,2013,Total nitrogen,51134000
2025/03/10,Spain,2020,Lindane,48.37
2025/03/10,Poland,2018,Lead and compounds (as Pb),13694.4
2025/03/10,Switzerland,2008,Cadmium and compounds (as Cd),24.759999999999998
2025/03/10,Ireland,2009,Asbestos,14.8
2025/03/10,Poland,2017,Total phosphorus,466940
2025/03/10,Germany,2017,Copper and compounds (as Cu),43567.7
2025/03/10,Spain,2023,Zinc and compounds (as Zn),50762
2025/03/10,Belgium,2020,Total phosphorus,610010
2025/03/10,Netherlands,2008,Arsenic and compounds (as As),1935.29
2025/03/10,Norway,2017,Total organic carbon(as total C or COD/3) (TOC),248919500
2025/03/10,Ireland,2009,Chlorides (as total Cl),90700000
2025/03/10,United Kingdom,2010,Xylenes,334557.70000000007
2025/03/10,Poland,2018,Zinc and compounds (as Zn),217723
2025/03/10,Spain,2018,Tetrachloromethane (TCM),99.77
2025/03/10,Finland,2013,Total phosphorus,169240
2025/03/10,Ireland,2009,Cadmium and compounds (as Cd),34.75
2025/03/10,United Kingdom,2011,Arsenic and compounds (as As),8282.769999999999
2025/03/10,Germany,2010,Halogenated organic compounds (as AOX),207720
2025/03/10,France,2013,Lead and compounds (as Pb),19275.100000000002
2025/03/10,Sweden,2022,Chromium and compounds (as Cr),1609.6
2025/03/10,Italy,2012,Toluene,1268
2025/03/10,Spain,2011,Nonylphenol and Nonylphenol ethoxylates,329.65
2025/03/10,United Kingdom,2014,Fluoranthene,371.34000000000003
2025/03/10,Sweden,2010,Benzene,633
2025/03/10,Portugal,2023,Total nitrogen,13561500
2025/03/10,Sweden,2015,Total nitrogen,10213200
2025/03/10,Spain,2013,Copper and compounds (as Cu),37623.4
2025/03/10,Sweden,2010,Ethyl benzene,5
2025/03/10,France,2008,Fluorides (as total F),571820
2025/03/10,Belgium,2012,Cyanides (as total CN),5178.1
2025/03/10,Austria,2023,Nickel and compounds (as Ni),5241.7
2025/03/10,Austria,2019,Fluoranthene,2.93
2025/03/10,Switzerland,2007,Total nitrogen,4807800
2025/03/10,Spain,2014,Tetrachloromethane (TCM),56.71
2025/03/10,Spain,2014,Naphthalene,30.1
2025/03/10,Italy,2008,Chlorfenvinphos,55.2
2025/03/10,France,2011,"1,2-dichloroethane (DCE-1,2)",1488.6000000000001
2025/03/10,Greece,2023,Total phosphorus,1110700
2025/03/10,Spain,2023,Total organic carbon(as total C or COD/3) (TOC),27596100
2025/03/10,Poland,2022,Phenols (as total C),2625.8000000000006
2025/03/10,Malta,2012,Chromium and compounds (as Cr),228
2025/03/10,France,2014,Nickel and compounds (as Ni),13357.899999999998
2025/03/10,Italy,2011,Cyanides (as total CN),35287.1
2025/03/10,Spain,2012,Copper and compounds (as Cu),10281.5
2025/03/10,Germany,2019,Isoproturon,29.82
2025/03/10,Belgium,2021,Fluoranthene,8.030000000000001
2025/03/10,Italy,2018,Trichloromethane,2558.35
2025/03/10,Belgium,2019,Diuron,4.58
2025/03/10,Germany,2020,Diuron,44.5
2025/03/10,Portugal,2022,Halogenated organic compounds (as AOX),258450
2025/03/10,Czechia,2016,Chromium and compounds (as Cr),1365.2
2025/03/10,Sweden,2012,Mercury and compounds (as Hg),33.7
2025/03/10,Norway,2014,Total organic carbon(as total C or COD/3) (TOC),217472900
2025/03/10,Netherlands,2017,Lead and compounds (as Pb),1603.6
2025/03/10,United Kingdom,2017,Phenols (as total C),434936.60000000003
2025/03/10,Austria,2016,Chromium and compounds (as Cr),868
2025/03/10,Spain,2018,Halogenated organic compounds (as AOX),468690
2025/03/10,Lithuania,2009,Total nitrogen,1015500
2025/03/10,Germany,2014,Halogenated organic compounds (as AOX),214740
2025/03/10,Belgium,2023,Copper and compounds (as Cu),2594.7000000000003
2025/03/10,France,2013,Tetrachloroethylene,691.5
2025/03/10,Czechia,2022,Arsenic and compounds (as As),687.70361
2025/03/10,Spain,2018,Chlorides (as total Cl),614460000
2025/03/10,Poland,2007,Cyanides (as total CN),1294.4
2025/03/10,Germany,2007,Octylphenols and Octylphenol ethoxylates,65.91000000000001
2025/03/10,Spain,2018,Trichloromethane,370.40000000000003
2025/03/10,Latvia,2021,Copper and compounds (as Cu),306
2025/03/10,Norway,2016,Halogenated organic compounds (as AOX),9490
2025/03/10,Belgium,2014,Total phosphorus,625970
2025/03/10,Germany,2023,Xylenes,212
2025/03/10,Poland,2019,Arsenic and compounds (as As),33791.38
2025/03/10,France,2017,Trichloromethane,853.1999999999999
2025/03/10,Sweden,2018,Arsenic and compounds (as As),824.6300000000001
2025/03/10,Czechia,2007,Fluorides (as total F),136350
2025/03/10,Italy,2013,Dichloromethane (DCM),1785.5
2025/03/10,Latvia,2007,Copper and compounds (as Cu),3159
2025/03/10,Germany,2008,Chromium and compounds (as Cr),18999.4
2025/03/10,Czechia,2018,Fluoranthene,4.1067
2025/03/10,Slovenia,2016,Di-(2-ethyl hexyl) phthalate (DEHP),22.6
2025/03/10,Sweden,2017,Cadmium and compounds (as Cd),371.84000000000003
2025/03/10,Denmark,2021,Copper and compounds (as Cu),984.683775
2025/03/10,Sweden,2013,Mercury and compounds (as Hg),57.449999999999996
2025/03/10,Denmark,2019,Mercury and compounds (as Hg),11.725999999999999
2025/03/10,Finland,2022,Lead and compounds (as Pb),396.5
2025/03/10,Latvia,2011,Total organic carbon(as total C or COD/3) (TOC),2060000
2025/03/10,Latvia,2023,Zinc and compounds (as Zn),2240
2025/03/10,Estonia,2017,Total phosphorus,20800
2025/03/10,Finland,2009,Nickel and compounds (as Ni),10639
2025/03/10,Italy,2016,Fluoranthene,59.449999999999996
2025/03/10,Finland,2018,Chlorides (as total Cl),79570000
2025/03/10,Spain,2018,Trichloroethylene (TRI),11.5
2025/03/10,France,2020,Cyanides (as total CN),4137.700001
2025/03/10,Czechia,2014,Nonylphenol and Nonylphenol ethoxylates,39.37
2025/03/10,France,2016,Fluorides (as total F),358660
2025/03/10,Serbia,2015,Zinc and compounds (as Zn),25788
2025/03/10,Austria,2015,Copper and compounds (as Cu),5093.3
2025/03/10,Ireland,2023,Zinc and compounds (as Zn),16502.055453999998
2025/03/10,Sweden,2016,Dichloromethane (DCM),32
2025/03/10,Sweden,2019,Arsenic and compounds (as As),1050.8200000000002
2025/03/10,Netherlands,2007,Phenols (as total C),1980
2025/03/10,Estonia,2023,Cadmium and compounds (as Cd),5.27
2025/03/10,Austria,2023,Chlorides (as total Cl),20300000
2025/03/10,Italy,2010,"1,2-dichloroethane (DCE-1,2)",1704
2025/03/10,Finland,2015,Trichloromethane,14.7
2025/03/10,Austria,2023,Pentachlorophenol (PCP),2.84
2025/03/10,Italy,2015,Chlordane,1.07
2025/03/10,Greece,2021,Lead and compounds (as Pb),627
2025/03/10,Ireland,2007,Total phosphorus,706980
2025/03/10,Bulgaria,2011,Arsenic and compounds (as As),1944.6000000000001
2025/03/10,Hungary,2008,Total phosphorus,542990
2025/03/10,Malta,2019,Zinc and compounds (as Zn),999
2025/03/10,Italy,2020,Arsenic and compounds (as As),19805.943499999998
2025/03/10,Sweden,2009,Benzene,353
2025/03/10,Italy,2020,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",26.0694
2025/03/10,Spain,2021,Polycyclic aromatic hydrocarbons (PAHs),661.9200000000001
2025/03/10,Germany,2008,Endosulphan,3
2025/03/10,Estonia,2012,Chromium and compounds (as Cr),432.2
2025/03/10,Slovakia,2008,Halogenated organic compounds (as AOX),130150
2025/03/10,Malta,2017,Total organic carbon(as total C or COD/3) (TOC),1036000
2025/03/10,Croatia,2021,Halogenated organic compounds (as AOX),7190
2025/03/10,Hungary,2017,Cyanides (as total CN),451
2025/03/10,Malta,2016,Copper and compounds (as Cu),1010.9
2025/03/10,Bulgaria,2017,Nickel and compounds (as Ni),5116.9
2025/03/10,Slovakia,2012,Chlorides (as total Cl),19560000
2025/03/10,Belgium,2012,Lindane,1.4
2025/03/10,Cyprus,2011,Nickel and compounds (as Ni),63.6
2025/03/10,Czechia,2013,Di-(2-ethyl hexyl) phthalate (DEHP),506
2025/03/10,Bulgaria,2022,Chromium and compounds (as Cr),6734.150000000001
2025/03/10,Sweden,2020,Fluorides (as total F),226920
2025/03/10,Switzerland,2014,Chromium and compounds (as Cr),50
2025/03/10,Portugal,2017,Nonylphenol and Nonylphenol ethoxylates,137.93
2025/03/10,Latvia,2014,Copper and compounds (as Cu),1060
2025/03/10,Switzerland,2017,Total phosphorus,244040
2025/03/10,Ireland,2014,Total organic carbon(as total C or COD/3) (TOC),5601500
2025/03/10,Ireland,2017,Fluorides (as total F),179750
2025/03/10,Portugal,2011,Total phosphorus,1353550
2025/03/10,Belgium,2011,Fluoranthene,6.16
2025/03/10,France,2021,Trichloroethylene (TRI),151.5
2025/03/10,Portugal,2011,Total organic carbon(as total C or COD/3) (TOC),25986700
2025/03/10,Austria,2013,Polycyclic aromatic hydrocarbons (PAHs),5.23
2025/03/10,Austria,2013,Halogenated organic compounds (as AOX),58330
2025/03/10,Slovenia,2020,Chlorides (as total Cl),2130380
2025/03/10,Romania,2016,Nickel and compounds (as Ni),3777.7
2025/03/10,Romania,2010,Total nitrogen,9453600
2025/03/10,Ireland,2014,"Chloro-alkanes, C10-C13",58.989999999999995
2025/03/10,Czechia,2020,Tetrachloroethylene,0.00108
2025/03/10,Italy,2016,Chlorpyrifos,12.26
2025/03/10,Portugal,2009,Lindane,3.84
2025/03/10,France,2023,Hexachlorobutadiene (HCBD),60.25
2025/03/10,Slovenia,2021,Chromium and compounds (as Cr),297
2025/03/10,Ireland,2020,Phenols (as total C),1110.894
2025/03/10,Slovenia,2014,Total nitrogen,843000
2025/03/10,Ireland,2015,Isoproturon,1.18
2025/03/10,Ireland,2014,Xylenes,10.8
2025/03/10,France,2023,PCDD + PCDF (dioxins + furans) (as Teq),7.200106
2025/03/10,Slovenia,2007,Total nitrogen,925000
2025/03/10,Italy,2017,Tributyltin and compounds,10.58
2025/03/10,United Kingdom,2018,"1,2-dichloroethane (DCE-1,2)",54.599999999999994
2025/03/10,Switzerland,2020,Halogenated organic compounds (as AOX),31383
2025/03/10,Switzerland,2009,Phenols (as total C),425.5
2025/03/10,Romania,2014,Lindane,1.29
2025/03/10,Hungary,2022,Copper and compounds (as Cu),3260
2025/03/10,Slovakia,2019,Total phosphorus,89450
2025/03/10,Switzerland,2009,PCDD + PCDF (dioxins + furans) (as Teq),0.001
2025/03/10,Belgium,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.030150999999999997
2025/03/10,Iceland,2017,Toluene,291
2025/03/10,Romania,2014,Cyanides (as total CN),8237.8
2025/03/10,Luxembourg,2015,Total nitrogen,233000
2025/03/10,Iceland,2007,Total nitrogen,223500
2025/03/10,Poland,2019,Tetrachloroethylene,13.9
2025/03/10,Greece,2010,Nickel and compounds (as Ni),1112.9
2025/03/10,Portugal,2014,Fluorides (as total F),51300
2025/03/10,Denmark,2018,Copper and compounds (as Cu),344.16700000000003
2025/03/10,France,2022,Fluoranthene,2.46
2025/03/10,Poland,2019,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",1.24
2025/03/10,Switzerland,2010,Phenols (as total C),976.4
2025/03/10,Cyprus,2023,Zinc and compounds (as Zn),1470.76
2025/03/10,Poland,2010,Diuron,3.21
2025/03/10,Poland,2021,Di-(2-ethyl hexyl) phthalate (DEHP),42.06
2025/03/10,Cyprus,2020,Cadmium and compounds (as Cd),39.349999999999994
2025/03/10,United Kingdom,2017,Nitrogen oxides (NOX),112000
2025/03/10,Finland,2021,Phenols (as total C),137
2025/03/10,Czechia,2017,"1,2-dichloroethane (DCE-1,2)",172
2025/03/10,Croatia,2020,Zinc and compounds (as Zn),8344
2025/03/10,Italy,2020,Pentachlorobenzene,8.46
2025/03/10,Slovenia,2011,Mercury and compounds (as Hg),2.8
2025/03/10,Ireland,2022,Cadmium and compounds (as Cd),38.58
2025/03/10,Spain,2010,Triphenyltin and compounds,8.77
2025/03/10,Hungary,2018,"1,2-dichloroethane (DCE-1,2)",193
2025/03/10,Slovakia,2022,"1,2-dichloroethane (DCE-1,2)",36.5
2025/03/10,Portugal,2015,Polychlorinated biphenyls (PCBs),0.131
2025/03/10,Luxembourg,2019,Arsenic and compounds (as As),10
2025/03/10,Germany,2014,Trichlorobenzenes (TCB),2
2025/03/10,Sweden,2011,Vinyl chloride,17
2025/03/10,Bulgaria,2019,Cadmium and compounds (as Cd),732
2025/03/10,Austria,2012,Halogenated organic compounds (as AOX),49190
2025/03/10,Poland,2008,Xylenes,390
2025/03/10,Austria,2012,Trichloromethane,27.2
2025/03/10,Norway,2012,Copper and compounds (as Cu),14073.799999999997
2025/03/10,Czechia,2009,Lead and compounds (as Pb),4785
2025/03/10,Slovakia,2011,Mercury and compounds (as Hg),487.18
2025/03/10,Italy,2012,Tetrachloromethane (TCM),1479.98
2025/03/10,Italy,2008,Mirex,55.2
2025/03/10,Italy,2014,Chromium and compounds (as Cr),93627.2
2025/03/10,Belgium,2008,Trichloromethane,235.89999999999998
2025/03/10,France,2022,Trichlorobenzenes (TCB),72.099998
2025/03/10,Italy,2008,Diuron,120.3
2025/03/10,Greece,2023,Zinc and compounds (as Zn),28448
2025/03/10,United Kingdom,2009,Toluene,890912.7000000001
2025/03/10,France,2009,Total nitrogen,62431000
2025/03/10,France,2015,Mercury and compounds (as Hg),266.51
2025/03/10,Norway,2011,Lead and compounds (as Pb),5647.400000000001
2025/03/10,Austria,2020,Di-(2-ethyl hexyl) phthalate (DEHP),18.98
2025/03/10,Italy,2018,Hexachlorobenzene (HCB),20.192
2025/03/10,Serbia,2010,Total nitrogen,2210000
2025/03/10,Netherlands,2009,Trichloromethane,1862.4
2025/03/10,Poland,2009,Polycyclic aromatic hydrocarbons (PAHs),549
2025/03/10,United Kingdom,2013,Fluorides (as total F),1698070
2025/03/10,Italy,2011,Tetrachloroethylene,1470.8999999999999
2025/03/10,Italy,2014,Trichloromethane,3297.7000000000003
2025/03/10,Sweden,2021,Zinc and compounds (as Zn),74638
2025/03/10,Greece,2019,Benzene,598
2025/03/10,Poland,2010,Chlorides (as total Cl),2774830000
2025/03/10,Belgium,2011,Halogenated organic compounds (as AOX),48850
2025/03/10,Netherlands,2023,Halogenated organic compounds (as AOX),37790
2025/03/10,Belgium,2012,Chlorides (as total Cl),486530000
2025/03/10,Spain,2020,Trichlorobenzenes (TCB),14.5
2025/03/10,Slovakia,2011,Nickel and compounds (as Ni),216.6
2025/03/10,Norway,2015,Xylenes,365841.5
2025/03/10,Serbia,2016,Arsenic and compounds (as As),32706
2025/03/10,United Kingdom,2010,Toluene,895287.5
2025/03/10,Sweden,2022,Nickel and compounds (as Ni),4959.2
2025/03/10,Italy,2023,Chlorpyrifos,28.5974
2025/03/10,Spain,2016,Fluorides (as total F),437010
2025/03/10,United Kingdom,2015,Copper and compounds (as Cu),119402.19999999998
2025/03/10,Italy,2023,Lead and compounds (as Pb),25790.996099999997
2025/03/10,Italy,2015,Zinc and compounds (as Zn),145471
2025/03/10,Spain,2020,Halogenated organic compounds (as AOX),215510
2025/03/10,Italy,2008,DDT (DDT),27.6
2025/03/10,Belgium,2008,Chromium and compounds (as Cr),12108.5
2025/03/10,Belgium,2019,Total nitrogen,3951200
2025/03/10,United Kingdom,2012,Phenols (as total C),555914.2999999999
2025/03/10,Czechia,2016,Halogenated organic compounds (as AOX),35670
2025/03/10,Netherlands,2007,Nickel and compounds (as Ni),8780.5
2025/03/10,Greece,2015,Nickel and compounds (as Ni),7818.299999999999
2025/03/10,United Kingdom,2011,Lead and compounds (as Pb),10579.9
2025/03/10,France,2008,Total organic carbon(as total C or COD/3) (TOC),89420600
2025/03/10,Luxembourg,2021,Zinc and compounds (as Zn),208
2025/03/10,Italy,2016,Toluene,1756
2025/03/10,Netherlands,2018,"Chloro-alkanes, C10-C13",7
2025/03/10,Lithuania,2011,Total nitrogen,1115500
2025/03/10,Hungary,2009,Total organic carbon(as total C or COD/3) (TOC),5494000
2025/03/10,France,2018,Total nitrogen,40424800
2025/03/10,Bulgaria,2021,Total organic carbon(as total C or COD/3) (TOC),2373903
2025/03/10,Romania,2007,Mercury and compounds (as Hg),227.77
2025/03/10,Denmark,2012,Arsenic and compounds (as As),147
2025/03/10,Netherlands,2010,Di-(2-ethyl hexyl) phthalate (DEHP),116.92999999999999
2025/03/10,Italy,2013,Mercury and compounds (as Hg),619.6
2025/03/10,Slovenia,2009,Polychlorinated biphenyls (PCBs),0.11
2025/03/10,Lithuania,2008,Fluorides (as total F),3280
2025/03/10,France,2013,Di-(2-ethyl hexyl) phthalate (DEHP),2216.84
2025/03/10,Poland,2012,Cyanides (as total CN),2802.8
2025/03/10,Spain,2011,Total nitrogen,42164000
2025/03/10,United Kingdom,2011,Benzene,1096823
2025/03/10,Spain,2007,Copper and compounds (as Cu),8800.6
2025/03/10,Germany,2012,Octylphenols and Octylphenol ethoxylates,56.099999999999994
2025/03/10,Hungary,2011,Lead and compounds (as Pb),4729
2025/03/10,United Kingdom,2007,Zinc and compounds (as Zn),327662
2025/03/10,United Kingdom,2009,Asbestos,232.21
2025/03/10,Belgium,2015,Trichloromethane,51.6
2025/03/10,Switzerland,2013,Copper and compounds (as Cu),1592
2025/03/10,Denmark,2022,Total organic carbon(as total C or COD/3) (TOC),4000700.308
2025/03/10,Norway,2008,Xylenes,234472.90000000002
2025/03/10,Hungary,2012,Zinc and compounds (as Zn),22317
2025/03/10,Hungary,2010,Total organic carbon(as total C or COD/3) (TOC),6428400
2025/03/10,Hungary,2014,Nickel and compounds (as Ni),6597.5
2025/03/10,Slovenia,2017,Zinc and compounds (as Zn),3952
2025/03/10,Portugal,2019,Di-(2-ethyl hexyl) phthalate (DEHP),792.0699999999999
2025/03/10,Portugal,2008,Cyanides (as total CN),145
