PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,Poland,2018,Mercury and compounds (as Hg),5344.699999999999
2025/03/10,Slovakia,2018,Ammonia (NH3),863100
2025/03/10,Romania,2014,Carbon dioxide (CO2) excluding biomass,1247900000
2025/03/10,United Kingdom,2009,Mercury and compounds (as Hg),4209.9
2025/03/10,France,2015,Particulate matter (PM10),2755300
2025/03/10,Romania,2022,Arsenic and compounds (as As),328
2025/03/10,Sweden,2020,Carbon dioxide (CO2),45624000000
2025/03/10,Spain,2008,Chromium and compounds (as Cr),9392
2025/03/10,Germany,2008,Hydro-fluorocarbons (HFCS),481693
2025/03/10,France,2009,Trichloromethane,126286
2025/03/10,Sweden,2018,Sulphur oxides (SOX),9054000
2025/03/10,Slovenia,2021,Arsenic and compounds (as As),27
2025/03/10,Serbia,2016,Particulate matter (PM10),11518200
2025/03/10,Portugal,2014,Carbon dioxide (CO2),25723000000
2025/03/10,Belgium,2011,Nickel and compounds (as Ni),3855.3
2025/03/10,Germany,2021,Naphthalene,4639
2025/03/10,Czechia,2018,Hydrochlorofluorocarbons (HCFCs),242.025
2025/03/10,Czechia,2017,Tetrachloroethylene,4830
2025/03/10,Norway,2013,Carbon monoxide (CO),3930000
2025/03/10,Netherlands,2016,Methane (CH4),26852000
2025/03/10,Sweden,2013,Particulate matter (PM10),4697700
2025/03/10,Sweden,2018,Nitrogen oxides (NOX),27873000
2025/03/10,United Kingdom,2013,Carbon monoxide (CO),411714000
2025/03/10,Italy,2009,Chlorine and inorganic compounds (as HCl),806400
2025/03/10,Ireland,2018,Chlorofluorocarbons (CFCs),15.51
2025/03/10,Italy,2010,Chlorine and inorganic compounds (as HCl),931400
2025/03/10,Norway,2016,Lead and compounds (as Pb),1011
2025/03/10,Norway,2010,Mercury and compounds (as Hg),63.1
2025/03/10,Poland,2019,Carbon dioxide (CO2),174283000000
2025/03/10,Italy,2018,Sulphur oxides (SOX),46296010.4
2025/03/10,France,2020,Benzene,231410
2025/03/10,Spain,2014,Non-methane volatile organic compounds (NMVOC),49205000
2025/03/10,Norway,2007,Carbon monoxide (CO),3276000
2025/03/10,Finland,2013,Hexachlorobenzene (HCB),10.2
2025/03/10,France,2013,Fluorine and inorganic compounds (as HF),558110
2025/03/10,Italy,2007,Lead and compounds (as Pb),17277
2025/03/10,France,2017,Nitrous oxide (N2O),7539200
2025/03/10,United Kingdom,2016,Lead and compounds (as Pb),30742
2025/03/10,Poland,2011,Nickel and compounds (as Ni),10539.900000000001
2025/03/10,France,2012,Ammonia (NH3),19984900
2025/03/10,United Kingdom,2016,Sulphur hexafluoride (SF6),1576.6
2025/03/10,United Kingdom,2018,Hydrogen cyanide (HCN),19506
2025/03/10,Slovenia,2014,Nickel and compounds (as Ni),150
2025/03/10,Cyprus,2023,Copper and compounds (as Cu),113.32
2025/03/10,France,2023,Nickel and compounds (as Ni),42244.699996
2025/03/10,Italy,2018,Nitrous oxide (N2O),1893364.2
2025/03/10,Greece,2007,Perfluorocarbons (PFCs),8700
2025/03/10,Germany,2020,Mercury and compounds (as Hg),3942.3
2025/03/10,Germany,2020,Chlorine and inorganic compounds (as HCl),1806600
2025/03/10,Slovenia,2007,Arsenic and compounds (as As),97.9
2025/03/10,Poland,2019,Nitrogen oxides (NOX),160055000
2025/03/10,Finland,2013,Carbon monoxide (CO),5755000
2025/03/10,France,2010,Copper and compounds (as Cu),11263
2025/03/10,Slovenia,2013,Non-methane volatile organic compounds (NMVOC),999000
2025/03/10,United Kingdom,2015,Vinyl chloride,37790
2025/03/10,Netherlands,2012,Naphthalene,3984
2025/03/10,United Kingdom,2015,Cadmium and compounds (as Cd),335.4
2025/03/10,Italy,2020,Carbon dioxide (CO2),109749270864.09999
2025/03/10,Austria,2020,Nitrogen oxides (NOX),14257000
2025/03/10,Norway,2008,Particulate matter (PM10),5215600
2025/03/10,United Kingdom,2008,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",18567.399999999998
2025/03/10,Denmark,2011,Mercury and compounds (as Hg),199.5
2025/03/10,United Kingdom,2015,Sulphur hexafluoride (SF6),1380.4
2025/03/10,Spain,2023,Naphthalene,1237
2025/03/10,Finland,2020,Zinc and compounds (as Zn),12629
2025/03/10,Slovakia,2020,Ammonia (NH3),958200
2025/03/10,Austria,2015,Lead and compounds (as Pb),2624
2025/03/10,United Kingdom,2015,Lead and compounds (as Pb),41445
2025/03/10,Italy,2020,Nitrogen oxides (NOX),76546720.46999998
2025/03/10,Belgium,2021,Copper and compounds (as Cu),1539
2025/03/10,Lithuania,2008,Methane (CH4),6596000
2025/03/10,Italy,2013,Non-methane volatile organic compounds (NMVOC),32954000
2025/03/10,Sweden,2007,Lead and compounds (as Pb),4323
2025/03/10,Germany,2016,Hydro-fluorocarbons (HFCS),26170
2025/03/10,France,2007,Trichloromethane,132308
2025/03/10,France,2012,Fluorine and inorganic compounds (as HF),574210
2025/03/10,Portugal,2010,Copper and compounds (as Cu),2541
2025/03/10,Bulgaria,2020,Benzene,2618
2025/03/10,Latvia,2016,Dichloromethane (DCM),1470
2025/03/10,Italy,2014,Perfluorocarbons (PFCs),210380
2025/03/10,Netherlands,2010,Vinyl chloride,20160
2025/03/10,Estonia,2008,Lead and compounds (as Pb),30813
2025/03/10,Bulgaria,2015,Non-methane volatile organic compounds (NMVOC),501000
2025/03/10,France,2007,"1,2-dichloroethane (DCE-1,2)",857560
2025/03/10,Finland,2023,Carbon dioxide (CO2) excluding biomass,13669741200
2025/03/10,Belgium,2016,Arsenic and compounds (as As),226
2025/03/10,Belgium,2019,Chlorine and inorganic compounds (as HCl),421700
2025/03/10,Belgium,2007,Copper and compounds (as Cu),3982
2025/03/10,Czechia,2020,Hydrochlorofluorocarbons (HCFCs),69.396
2025/03/10,Austria,2008,Methane (CH4),18584000
2025/03/10,Luxembourg,2020,Carbon monoxide (CO),3890000
2025/03/10,Finland,2012,Naphthalene,1268
2025/03/10,France,2010,Trichloromethane,97039
2025/03/10,Hungary,2010,Mercury and compounds (as Hg),186
2025/03/10,Malta,2008,Methane (CH4),5770000
2025/03/10,Czechia,2010,Particulate matter (PM10),4689100
2025/03/10,Netherlands,2007,Polycyclic aromatic hydrocarbons (PAHs),51
2025/03/10,Lithuania,2014,Benzene,37300
2025/03/10,Germany,2007,Tetrachloromethane (TCM),363
2025/03/10,Czechia,2010,Ammonia (NH3),5414600
2025/03/10,Malta,2010,Sulphur oxides (SOX),7800000
2025/03/10,Croatia,2017,Mercury and compounds (as Hg),42.4
2025/03/10,Denmark,2022,Particulate matter (PM10),353988.308881
2025/03/10,Portugal,2017,Chlorine and inorganic compounds (as HCl),258000
2025/03/10,Austria,2016,Hydro-fluorocarbons (HFCS),651
2025/03/10,Romania,2023,Benzene,1200
2025/03/10,Finland,2016,Lead and compounds (as Pb),711
2025/03/10,Spain,2014,Hydrochlorofluorocarbons (HCFCs),2276.75
2025/03/10,Norway,2015,"Benzo(g,h,i)perylene",596.1302
2025/03/10,Finland,2010,Chlorine and inorganic compounds (as HCl),1601000
2025/03/10,Denmark,2007,Polychlorinated biphenyls (PCBs),0.58
2025/03/10,Hungary,2019,Hydrogen cyanide (HCN),1080
2025/03/10,Greece,2014,Tetrachloroethylene,23800
2025/03/10,Czechia,2013,Benzene,5470
2025/03/10,Greece,2014,Non-methane volatile organic compounds (NMVOC),5542000
2025/03/10,Austria,2012,Lead and compounds (as Pb),1541
2025/03/10,Netherlands,2015,Tetrachloromethane (TCM),1492
2025/03/10,Luxembourg,2015,Naphthalene,874
2025/03/10,Hungary,2009,Chlorine and inorganic compounds (as HCl),82600
2025/03/10,Netherlands,2019,Hydrochlorofluorocarbons (HCFCs),28414.45
2025/03/10,Germany,2015,Vinyl chloride,125220
2025/03/10,Hungary,2021,Non-methane volatile organic compounds (NMVOC),312000
2025/03/10,Greece,2014,Arsenic and compounds (as As),2235.5
2025/03/10,Cyprus,2013,Zinc and compounds (as Zn),2161
2025/03/10,Netherlands,2022,Polycyclic aromatic hydrocarbons (PAHs),112
2025/03/10,Cyprus,2020,Arsenic and compounds (as As),113.9
2025/03/10,Luxembourg,2007,Methane (CH4),1023000
2025/03/10,Estonia,2013,Zinc and compounds (as Zn),50210
2025/03/10,Bulgaria,2011,Nitrogen oxides (NOX),61744000
2025/03/10,Switzerland,2014,Non-methane volatile organic compounds (NMVOC),1625000
2025/03/10,Sweden,2007,Sulphur hexafluoride (SF6),3480
2025/03/10,Latvia,2020,Benzene,1380
2025/03/10,Czechia,2009,Ammonia (NH3),5458400
2025/03/10,United Kingdom,2016,Vinyl chloride,37430
2025/03/10,Bulgaria,2011,Carbon dioxide (CO2),38393000000
2025/03/10,Portugal,2014,Sulphur oxides (SOX),17195000
2025/03/10,Hungary,2015,Carbon monoxide (CO),21770000
2025/03/10,Germany,2013,Tetrachloromethane (TCM),1374
2025/03/10,Hungary,2016,Non-methane volatile organic compounds (NMVOC),112000
2025/03/10,Italy,2007,Vinyl chloride,10430
2025/03/10,Germany,2021,Pentachlorophenol (PCP),12.6
2025/03/10,Poland,2021,Copper and compounds (as Cu),29066
2025/03/10,Poland,2021,Nickel and compounds (as Ni),15298.3
2025/03/10,Belgium,2013,Halons,8650
2025/03/10,Sweden,2007,Zinc and compounds (as Zn),26533
2025/03/10,Belgium,2021,Benzene,64100
2025/03/10,Greece,2009,Hydrochlorofluorocarbons (HCFCs),1254.2
2025/03/10,Norway,2010,Methane (CH4),36189000
2025/03/10,Italy,2020,Hydro-fluorocarbons (HFCS),18913.453
2025/03/10,Czechia,2007,Ammonia (NH3),7017800
2025/03/10,United Kingdom,2014,Particulate matter (PM10),15496600
2025/03/10,Poland,2019,Hydro-fluorocarbons (HFCS),63818
2025/03/10,Poland,2019,Ammonia (NH3),8307200
2025/03/10,Poland,2012,Chlorofluorocarbons (CFCs),2815.7999999999997
2025/03/10,Czechia,2007,Particulate matter (PM10),6636200
2025/03/10,Austria,2015,Zinc and compounds (as Zn),15517
2025/03/10,Austria,2020,Particulate matter (PM10),1045600
2025/03/10,Norway,2011,"Benzo(g,h,i)perylene",734.1410000000001
2025/03/10,Slovakia,2010,Arsenic and compounds (as As),811.8
2025/03/10,Belgium,2011,Tetrachloroethylene,221290
2025/03/10,Spain,2009,Lead and compounds (as Pb),30031
2025/03/10,Poland,2008,Arsenic and compounds (as As),3250.1
2025/03/10,Germany,2019,Methane (CH4),86098000
2025/03/10,Norway,2010,Total organic carbon(as total C or COD/3) (TOC),62395.799999999996
2025/03/10,Spain,2010,Lead and compounds (as Pb),37283
2025/03/10,Slovakia,2017,Nitrogen oxides (NOX),20304000
2025/03/10,Poland,2013,Chlorofluorocarbons (CFCs),271.7
2025/03/10,Poland,2007,Zinc and compounds (as Zn),109009
2025/03/10,France,2015,Nickel and compounds (as Ni),20865.8
2025/03/10,Sweden,2015,Nitrogen oxides (NOX),26521000
2025/03/10,Greece,2021,Methane (CH4),10866000
2025/03/10,Portugal,2013,Sulphur oxides (SOX),20942000
2025/03/10,France,2008,Ammonia (NH3),18657700
2025/03/10,Belgium,2013,Methane (CH4),3727000
2025/03/10,Spain,2013,Nitrous oxide (N2O),3242800
2025/03/10,Austria,2020,Ammonia (NH3),311100
2025/03/10,Finland,2022,Nitrogen oxides (NOX),35183000
2025/03/10,Estonia,2016,Ammonia (NH3),846700
2025/03/10,Poland,2013,Hydro-fluorocarbons (HFCS),59533
2025/03/10,Poland,2008,Hydrogen cyanide (HCN),9831
2025/03/10,Spain,2007,Naphthalene,2632
2025/03/10,Norway,2012,Zinc and compounds (as Zn),15746
2025/03/10,Germany,2009,Nitrogen oxides (NOX),315918000
2025/03/10,Italy,2015,Carbon dioxide (CO2),124600000000
2025/03/10,Italy,2015,Sulphur oxides (SOX),53970000
2025/03/10,United Kingdom,2019,Dichloromethane (DCM),199500
2025/03/10,Sweden,2020,Ammonia (NH3),3060900
2025/03/10,Denmark,2013,Nitrogen oxides (NOX),16781000
2025/03/10,Italy,2008,Naphthalene,4940
2025/03/10,France,2011,Methane (CH4),138891000
2025/03/10,Switzerland,2017,Nickel and compounds (as Ni),235
2025/03/10,Iceland,2008,Carbon monoxide (CO),30100000
2025/03/10,Poland,2023,Chromium and compounds (as Cr),19708
2025/03/10,Romania,2007,Perfluorocarbons (PFCs),5910
2025/03/10,Norway,2010,Total nitrogen,31500
2025/03/10,Germany,2017,Fluorine and inorganic compounds (as HF),416070
2025/03/10,Estonia,2020,Nickel and compounds (as Ni),254.4
2025/03/10,Germany,2013,Carbon monoxide (CO),881888000
2025/03/10,Poland,2011,Lead and compounds (as Pb),28419
2025/03/10,France,2017,Hydrochlorofluorocarbons (HCFCs),36440.71
2025/03/10,United Kingdom,2011,Anthracene,360.2
2025/03/10,Portugal,2023,Polycyclic aromatic hydrocarbons (PAHs),374.5
2025/03/10,Czechia,2010,Carbon monoxide (CO),127962000
2025/03/10,United Kingdom,2013,Carbon dioxide (CO2) excluding biomass,64729260000
2025/03/10,Finland,2018,Benzene,58300
2025/03/10,United Kingdom,2012,Carbon dioxide (CO2) excluding biomass,86031790000
2025/03/10,Cyprus,2015,Arsenic and compounds (as As),104.7
2025/03/10,Cyprus,2016,Methane (CH4),2043000
2025/03/10,Ireland,2015,Methane (CH4),31245000
2025/03/10,Italy,2008,Polycyclic aromatic hydrocarbons (PAHs),1758.6
2025/03/10,Spain,2012,Naphthalene,3217
2025/03/10,Estonia,2008,Chlorine and inorganic compounds (as HCl),982000
2025/03/10,Germany,2016,Vinyl chloride,105100
2025/03/10,Luxembourg,2020,Mercury and compounds (as Hg),36.3
2025/03/10,Cyprus,2011,Copper and compounds (as Cu),140
2025/03/10,Estonia,2022,Non-methane volatile organic compounds (NMVOC),1718000
2025/03/10,Denmark,2023,Non-methane volatile organic compounds (NMVOC),2201078.3510709996
2025/03/10,Bulgaria,2019,Carbon dioxide (CO2),27759317964
2025/03/10,Slovakia,2019,Carbon monoxide (CO),91852000
2025/03/10,Latvia,2016,Particulate matter (PM10),175800
2025/03/10,Greece,2008,Nitrous oxide (N2O),1891800
2025/03/10,Greece,2023,Carbon dioxide (CO2),23976000000
2025/03/10,Romania,2021,Sulphur oxides (SOX),22265000
2025/03/10,United Kingdom,2019,Naphthalene,4606
2025/03/10,Netherlands,2022,Nitrogen oxides (NOX),29862000
2025/03/10,Bulgaria,2023,Lead and compounds (as Pb),6111
2025/03/10,Luxembourg,2019,Sulphur oxides (SOX),865000
2025/03/10,Czechia,2020,Nitrous oxide (N2O),452640
2025/03/10,Greece,2017,Nickel and compounds (as Ni),25692.4
2025/03/10,Estonia,2007,Arsenic and compounds (as As),10891.9
2025/03/10,Denmark,2009,Nitrous oxide (N2O),205100
2025/03/10,Greece,2013,Polycyclic aromatic hydrocarbons (PAHs),129
2025/03/10,Austria,2012,Chlorine and inorganic compounds (as HCl),65100
2025/03/10,Netherlands,2007,Mercury and compounds (as Hg),561.3
2025/03/10,Malta,2011,Cadmium and compounds (as Cd),33
2025/03/10,Norway,2007,Carbon dioxide (CO2) excluding biomass,12539160000
2025/03/10,Ireland,2022,Carbon monoxide (CO),4356777.541
2025/03/10,Malta,2010,Particulate matter (PM10),293900
2025/03/10,Czechia,2014,Ammonia (NH3),5954100
2025/03/10,Netherlands,2013,Ethylene oxide,7160
2025/03/10,Switzerland,2021,Arsenic and compounds (as As),0.455
2025/03/10,Bulgaria,2014,Particulate matter (PM10),2341100
2025/03/10,Norway,2007,Sulphur oxides (SOX),10754000
2025/03/10,Norway,2015,Zinc and compounds (as Zn),16148
2025/03/10,Netherlands,2021,Arsenic and compounds (as As),58.3
2025/03/10,Portugal,2007,Copper and compounds (as Cu),4713
2025/03/10,Czechia,2014,Fluorine and inorganic compounds (as HF),242400
2025/03/10,Iceland,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.00031
2025/03/10,France,2021,Trichloromethane,25303
2025/03/10,Czechia,2010,"1,2-dichloroethane (DCE-1,2)",4450
2025/03/10,Finland,2016,Chlorine and inorganic compounds (as HCl),827300
2025/03/10,France,2015,Perfluorocarbons (PFCs),14647
2025/03/10,Belgium,2010,Cadmium and compounds (as Cd),778.5
2025/03/10,France,2018,Polycyclic aromatic hydrocarbons (PAHs),529.5
2025/03/10,Portugal,2017,Fluorine and inorganic compounds (as HF),80120
2025/03/10,Lithuania,2010,Methane (CH4),7780000
2025/03/10,Croatia,2020,Non-methane volatile organic compounds (NMVOC),853000
2025/03/10,Hungary,2010,Fluorine and inorganic compounds (as HF),6760
2025/03/10,Czechia,2011,Dichloromethane (DCM),9160
2025/03/10,Ireland,2008,Carbon dioxide (CO2),19313000000
2025/03/10,Finland,2007,Dichloromethane (DCM),49690
2025/03/10,Poland,2018,Methane (CH4),513978000
2025/03/10,Poland,2017,Polycyclic aromatic hydrocarbons (PAHs),26995
2025/03/10,Romania,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.09267
2025/03/10,Denmark,2022,Nickel and compounds (as Ni),1.985
2025/03/10,Slovenia,2015,Mercury and compounds (as Hg),23
2025/03/10,Malta,2009,Nitrogen oxides (NOX),5220000
2025/03/10,Estonia,2018,Carbon monoxide (CO),34887000
2025/03/10,Estonia,2018,Cadmium and compounds (as Cd),469.4
2025/03/10,Lithuania,2022,Mercury and compounds (as Hg),0
2025/03/10,Slovakia,2018,Carbon monoxide (CO),131338000
2025/03/10,Slovakia,2018,"1,2-dichloroethane (DCE-1,2)",4430
2025/03/10,Slovakia,2019,"1,2-dichloroethane (DCE-1,2)",6940
2025/03/10,Romania,2019,Zinc and compounds (as Zn),9932
2025/03/10,Belgium,2017,"1,1,1-trichloroethane (TCE-1,1,1)",132
2025/03/10,Cyprus,2008,Carbon dioxide (CO2),5463000000
2025/03/10,Netherlands,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.0008979999999999999
2025/03/10,Austria,2018,Methane (CH4),6547000
2025/03/10,France,2014,"1,1,1-trichloroethane (TCE-1,1,1)",24550
2025/03/10,Romania,2019,Carbon dioxide (CO2) excluding biomass,36900000
2025/03/10,Malta,2015,Zinc and compounds (as Zn),855
2025/03/10,Denmark,2012,Sulphur oxides (SOX),5540000
2025/03/10,Croatia,2019,Zinc and compounds (as Zn),2285
2025/03/10,Sweden,2018,Hydro-fluorocarbons (HFCS),8793
2025/03/10,Finland,2007,Mercury and compounds (as Hg),453.4
2025/03/10,Spain,2018,Chlorine and inorganic compounds (as HCl),1334400
2025/03/10,Sweden,2018,Ammonia (NH3),3489500
2025/03/10,Romania,2020,Carbon monoxide (CO),99690000
2025/03/10,Romania,2020,Cadmium and compounds (as Cd),103.4
2025/03/10,Portugal,2014,Ammonia (NH3),7219800
2025/03/10,Hungary,2009,Fluorine and inorganic compounds (as HF),6770
2025/03/10,Belgium,2017,Polycyclic aromatic hydrocarbons (PAHs),228
2025/03/10,Portugal,2020,Naphthalene,554
2025/03/10,Cyprus,2013,Particulate matter (PM10),500000
2025/03/10,Switzerland,2012,Naphthalene,215
2025/03/10,Slovakia,2010,Hydrogen cyanide (HCN),9470
2025/03/10,Cyprus,2012,Particulate matter (PM10),561200
2025/03/10,Latvia,2015,Sulphur oxides (SOX),191000
2025/03/10,Cyprus,2022,Carbon monoxide (CO),2380000
2025/03/10,Spain,2012,Tetrachloromethane (TCM),137
2025/03/10,Cyprus,2022,Cadmium and compounds (as Cd),30.5
2025/03/10,Norway,2009,Total nitrogen,21900
2025/03/10,Latvia,2013,Mercury and compounds (as Hg),16
2025/03/10,Cyprus,2022,Copper and compounds (as Cu),106
2025/03/10,Switzerland,2009,Lead and compounds (as Pb),1978
2025/03/10,Czechia,2015,Hydrogen cyanide (HCN),411
2025/03/10,Slovakia,2011,Hydrogen cyanide (HCN),9930
2025/03/10,Netherlands,2009,Chlorine and inorganic compounds (as HCl),24400
2025/03/10,Romania,2017,Polychlorinated biphenyls (PCBs),10
2025/03/10,Ireland,2021,Nitrous oxide (N2O),258622.52706
2025/03/10,Belgium,2014,Trichloromethane,6700
2025/03/10,Sweden,2013,Perfluorocarbons (PFCs),6310
2025/03/10,Cyprus,2016,Particulate matter (PM10),593000
2025/03/10,Slovakia,2009,Hydrogen cyanide (HCN),876
2025/03/10,Portugal,2012,Nitrous oxide (N2O),893100
2025/03/10,Ireland,2021,Zinc and compounds (as Zn),250.01
2025/03/10,Portugal,2015,Benzene,30230
2025/03/10,Netherlands,2019,Perfluorocarbons (PFCs),3450
2025/03/10,Poland,2017,Trichloromethane,1752
2025/03/10,Hungary,2022,Mercury and compounds (as Hg),182.4
2025/03/10,Estonia,2011,Non-methane volatile organic compounds (NMVOC),298000
2025/03/10,Hungary,2008,Nickel and compounds (as Ni),381
2025/03/10,Greece,2018,Total organic carbon(as total C or COD/3) (TOC),118000
2025/03/10,Latvia,2007,Trichloromethane,1980
2025/03/10,Netherlands,2016,"1,2-dichloroethane (DCE-1,2)",10300
2025/03/10,Austria,2011,Cadmium and compounds (as Cd),17.1
2025/03/10,Bulgaria,2013,Carbon dioxide (CO2),30467000000
2025/03/10,Cyprus,2018,Nitrogen oxides (NOX),5591000
2025/03/10,France,2008,Polychlorinated biphenyls (PCBs),0.2
2025/03/10,Portugal,2013,Nitrous oxide (N2O),786000
2025/03/10,Norway,2011,Total nitrogen,49900
2025/03/10,Finland,2021,Lead and compounds (as Pb),773
2025/03/10,Croatia,2016,Sulphur oxides (SOX),9774000
2025/03/10,Switzerland,2013,Naphthalene,200
2025/03/10,Finland,2008,Naphthalene,1604
2025/03/10,Finland,2010,Methane (CH4),35706000
2025/03/10,Germany,2016,Sulphur hexafluoride (SF6),60
2025/03/10,Spain,2014,Perfluorocarbons (PFCs),4290
2025/03/10,Croatia,2016,Carbon dioxide (CO2),7310000000
2025/03/10,Slovakia,2019,Lead and compounds (as Pb),21900
2025/03/10,Poland,2018,Di-(2-ethyl hexyl) phthalate (DEHP),118
