PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,Switzerland,2020,Arsenic and compounds (as As),76.443
2025/03/10,Switzerland,2021,Nitrous oxide (N2O),1624785.4
2025/03/10,Greece,2018,Zinc and compounds (as Zn),25895
2025/03/10,Slovenia,2012,Chromium and compounds (as Cr),334
2025/03/10,Norway,2007,Total organic carbon(as total C or COD/3) (TOC),55648.9
2025/03/10,Poland,2023,Polycyclic aromatic hydrocarbons (PAHs),18577.6
2025/03/10,Ireland,2014,Chlorofluorocarbons (CFCs),41.199999999999996
2025/03/10,Netherlands,2021,Chlorine and inorganic compounds (as HCl),206100
2025/03/10,Ireland,2022,Carbon dioxide (CO2),14412565153.6
2025/03/10,Switzerland,2020,Tetrachloroethylene,1012
2025/03/10,Netherlands,2007,Benzene,134820
2025/03/10,Lithuania,2010,Carbon monoxide (CO),3415000
2025/03/10,Poland,2007,Tetrachloroethylene,63730
2025/03/10,Sweden,2023,Chlorine and inorganic compounds (as HCl),57256
2025/03/10,Finland,2016,Carbon dioxide (CO2) excluding biomass,24139734000
2025/03/10,Slovakia,2008,Arsenic and compounds (as As),2396.2
2025/03/10,Czechia,2013,Dichloromethane (DCM),11850
2025/03/10,Sweden,2015,Chromium and compounds (as Cr),974
2025/03/10,Lithuania,2010,Carbon dioxide (CO2),6489000000
2025/03/10,Netherlands,2011,Fluorine and inorganic compounds (as HF),341600
2025/03/10,Ireland,2019,Chlorofluorocarbons (CFCs),12.309999999999999
2025/03/10,Slovenia,2011,Chlorine and inorganic compounds (as HCl),130600
2025/03/10,Belgium,2018,Nitrogen oxides (NOX),39158000
2025/03/10,Slovenia,2008,Polycyclic aromatic hydrocarbons (PAHs),62.3
2025/03/10,Finland,2013,Copper and compounds (as Cu),1988
2025/03/10,Estonia,2018,Nitrogen oxides (NOX),9251000
2025/03/10,Slovakia,2018,Methane (CH4),7740000
2025/03/10,Malta,2008,Zinc and compounds (as Zn),1978
2025/03/10,Ireland,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.001477
2025/03/10,Portugal,2015,Lead and compounds (as Pb),1198
2025/03/10,Switzerland,2018,Particulate matter (PM10),41972.5
2025/03/10,Poland,2015,Vinyl chloride,12600
2025/03/10,Hungary,2008,Ammonia (NH3),10931900
2025/03/10,Ireland,2009,Dichloromethane (DCM),3900
2025/03/10,Switzerland,2015,Sulphur oxides (SOX),1927000
2025/03/10,Italy,2010,Chromium and compounds (as Cr),4487
2025/03/10,Greece,2012,Mercury and compounds (as Hg),2121.6
2025/03/10,Bulgaria,2022,Cadmium and compounds (as Cd),76.3
2025/03/10,Bulgaria,2022,Particulate matter (PM10),431951
2025/03/10,Switzerland,2015,Mercury and compounds (as Hg),325.8
2025/03/10,Greece,2012,Dichloromethane (DCM),28110
2025/03/10,Finland,2010,Carbon dioxide (CO2),61084000000
2025/03/10,Estonia,2012,Arsenic and compounds (as As),9352
2025/03/10,Austria,2018,Carbon dioxide (CO2),31482000000
2025/03/10,Luxembourg,2007,Zinc and compounds (as Zn),2620
2025/03/10,Cyprus,2008,Carbon monoxide (CO),3057000
2025/03/10,Switzerland,2015,Dichloromethane (DCM),49690
2025/03/10,Sweden,2012,Vinyl chloride,40800
2025/03/10,Romania,2017,Carbon dioxide (CO2) excluding biomass,39400000
2025/03/10,United Kingdom,2016,Ethylene oxide,1570
2025/03/10,Sweden,2018,Nickel and compounds (as Ni),1463.1999999999998
2025/03/10,Romania,2022,Non-methane volatile organic compounds (NMVOC),7648000
2025/03/10,Czechia,2012,Carbon dioxide (CO2) excluding biomass,63429027800
2025/03/10,Belgium,2008,Tetrachloroethylene,279030
2025/03/10,Netherlands,2011,Trichloromethane,851
2025/03/10,Cyprus,2013,Mercury and compounds (as Hg),69.5
2025/03/10,Spain,2008,Pentachlorophenol (PCP),48
2025/03/10,Ireland,2020,Sulphur hexafluoride (SF6),301
2025/03/10,Ireland,2010,Dichloromethane (DCM),3490
2025/03/10,Belgium,2014,Nitrogen oxides (NOX),42975000
2025/03/10,Slovakia,2011,Lead and compounds (as Pb),17800
2025/03/10,Croatia,2018,Arsenic and compounds (as As),70.6
2025/03/10,Cyprus,2022,Nitrogen oxides (NOX),4808000
2025/03/10,France,2007,Tetrachloromethane (TCM),11980
2025/03/10,Czechia,2015,Zinc and compounds (as Zn),6962
2025/03/10,Italy,2016,Di-(2-ethyl hexyl) phthalate (DEHP),31.6
2025/03/10,Austria,2022,Hydro-fluorocarbons (HFCS),125
2025/03/10,Belgium,2016,Vinyl chloride,15400
2025/03/10,Sweden,2013,Vinyl chloride,43500
2025/03/10,Hungary,2022,Ammonia (NH3),22349654
2025/03/10,Czechia,2015,Chlorofluorocarbons (CFCs),1.14
2025/03/10,Spain,2017,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",56
2025/03/10,Finland,2022,Cadmium and compounds (as Cd),38
2025/03/10,Slovenia,2007,Chromium and compounds (as Cr),286
2025/03/10,Bulgaria,2013,Methane (CH4),55860000
2025/03/10,Netherlands,2022,Trichloroethylene (TRI),4000
2025/03/10,Portugal,2013,Hydro-fluorocarbons (HFCS),605
2025/03/10,Romania,2013,Cadmium and compounds (as Cd),22
2025/03/10,Portugal,2022,Dichloromethane (DCM),18910
2025/03/10,Switzerland,2007,Nitrous oxide (N2O),172400
2025/03/10,Ireland,2021,Non-methane volatile organic compounds (NMVOC),2318104
2025/03/10,Austria,2023,Benzene,5160
2025/03/10,Romania,2011,Zinc and compounds (as Zn),6043
2025/03/10,Spain,2016,Polychlorinated biphenyls (PCBs),8.58
2025/03/10,Austria,2014,Hydro-fluorocarbons (HFCS),724
2025/03/10,Netherlands,2020,Vinyl chloride,13430
2025/03/10,Iceland,2018,Perfluorocarbons (PFCs),39105759
2025/03/10,Latvia,2012,Dichloromethane (DCM),1510
2025/03/10,Slovenia,2017,Nickel and compounds (as Ni),508.8
2025/03/10,Latvia,2011,Nitrogen oxides (NOX),4609000
2025/03/10,Estonia,2016,Copper and compounds (as Cu),2069
2025/03/10,Norway,2008,Zinc and compounds (as Zn),35829
2025/03/10,Poland,2013,Zinc and compounds (as Zn),82432
2025/03/10,United Kingdom,2011,Methane (CH4),428957000
2025/03/10,France,2022,Sulphur oxides (SOX),57643000
2025/03/10,Denmark,2020,Fluorine and inorganic compounds (as HF),39023.32307
2025/03/10,Greece,2009,Lead and compounds (as Pb),2069
2025/03/10,Austria,2020,Dichloromethane (DCM),9550
2025/03/10,United Kingdom,2014,Tetrachloroethylene,4440
2025/03/10,Italy,2019,Nitrous oxide (N2O),1029227.2000000001
2025/03/10,France,2019,Nitrous oxide (N2O),4917700
2025/03/10,Spain,2016,Mercury and compounds (as Hg),1896.4
2025/03/10,Germany,2019,Carbon dioxide (CO2),354768000000
2025/03/10,Spain,2018,Arsenic and compounds (as As),1398.3000000000002
2025/03/10,Spain,2009,Hydrochlorofluorocarbons (HCFCs),13309
2025/03/10,Switzerland,2008,Dichloromethane (DCM),35380
2025/03/10,Spain,2017,Cadmium and compounds (as Cd),1070.1000000000001
2025/03/10,Germany,2014,Copper and compounds (as Cu),13815
2025/03/10,United Kingdom,2013,Nickel and compounds (as Ni),14271.300000000001
2025/03/10,Spain,2021,Dichloromethane (DCM),167920
2025/03/10,Slovakia,2021,Methane (CH4),12742000
2025/03/10,Portugal,2022,Hydrogen cyanide (HCN),36867
2025/03/10,Norway,2010,Fluoranthene,2762.59
2025/03/10,Germany,2011,Methane (CH4),197508000
2025/03/10,Czechia,2007,Tetrachloromethane (TCM),918
2025/03/10,United Kingdom,2008,Ammonia (NH3),14102900
2025/03/10,Denmark,2019,Zinc and compounds (as Zn),19.840000000000003
2025/03/10,Spain,2008,Mercury and compounds (as Hg),3269.6
2025/03/10,Spain,2010,Hydrochlorofluorocarbons (HCFCs),5952.7
2025/03/10,Germany,2011,Non-methane volatile organic compounds (NMVOC),42072000
2025/03/10,Hungary,2012,Sulphur oxides (SOX),11126000
2025/03/10,Sweden,2009,Hydro-fluorocarbons (HFCS),9947
2025/03/10,Portugal,2007,Zinc and compounds (as Zn),37301
2025/03/10,United Kingdom,2014,"1,1,1-trichloroethane (TCE-1,1,1)",3169
2025/03/10,France,2022,Mercury and compounds (as Hg),1441.400002
2025/03/10,Denmark,2020,PCDD + PCDF (dioxins + furans) (as Teq),0.010948999999999999
2025/03/10,Lithuania,2008,Ammonia (NH3),3706700
2025/03/10,Spain,2016,Dichloromethane (DCM),373340
2025/03/10,Germany,2011,Chlorofluorocarbons (CFCs),165.69
2025/03/10,United Kingdom,2014,Naphthalene,5536
2025/03/10,United Kingdom,2009,Cadmium and compounds (as Cd),479.90000000000003
2025/03/10,Italy,2017,Methane (CH4),94700000
2025/03/10,United Kingdom,2019,Particulate matter (PM10),6033700
2025/03/10,Belgium,2013,Anthracene,1610
2025/03/10,United Kingdom,2016,Perfluorocarbons (PFCs),41650
2025/03/10,Italy,2013,Hydrogen cyanide (HCN),1060
2025/03/10,Spain,2019,Hydro-fluorocarbons (HFCS),5002
2025/03/10,France,2020,Naphthalene,12914
2025/03/10,Greece,2021,Carbon dioxide (CO2),31609800000
2025/03/10,Sweden,2008,Carbon dioxide (CO2) excluding biomass,18023294000
2025/03/10,Norway,2011,Brominated diphenylethers (PBDE),0.002
2025/03/10,Belgium,2013,Carbon dioxide (CO2),46364000000
2025/03/10,Italy,2008,Chromium and compounds (as Cr),5393
2025/03/10,Austria,2013,Nitrous oxide (N2O),201900
2025/03/10,Italy,2022,Mercury and compounds (as Hg),754.4332
2025/03/10,Norway,2016,Nitrous oxide (N2O),1065300
2025/03/10,Netherlands,2017,Nitrous oxide (N2O),6246200
2025/03/10,Poland,2014,Ammonia (NH3),8324900
2025/03/10,Poland,2011,Hydrochlorofluorocarbons (HCFCs),8158.099999999999
2025/03/10,Hungary,2013,Sulphur oxides (SOX),11443000
2025/03/10,Italy,2016,Copper and compounds (as Cu),2211
2025/03/10,Germany,2018,Cadmium and compounds (as Cd),663.9
2025/03/10,Norway,2013,Sulphur oxides (SOX),10143000
2025/03/10,Sweden,2021,Nitrogen oxides (NOX),27459000
2025/03/10,Greece,2022,Arsenic and compounds (as As),142.5
2025/03/10,Poland,2010,Arsenic and compounds (as As),2693.6
2025/03/10,United Kingdom,2008,Polychlorinated biphenyls (PCBs),7.28
2025/03/10,Italy,2018,Sulphur hexafluoride (SF6),2224.19
2025/03/10,Italy,2023,Carbon monoxide (CO),104880645.80000001
2025/03/10,Slovakia,2018,Carbon dioxide (CO2),20416000000
2025/03/10,Austria,2017,"1,2-dichloroethane (DCE-1,2)",3300
2025/03/10,France,2007,Nitrogen oxides (NOX),252399000
2025/03/10,France,2017,Sulphur hexafluoride (SF6),3844.5
2025/03/10,Bulgaria,2010,Nitrogen oxides (NOX),58318000
2025/03/10,Spain,2011,PCDD + PCDF (dioxins + furans) (as Teq),0.05667599999999999
2025/03/10,United Kingdom,2010,Cadmium and compounds (as Cd),640.1
2025/03/10,Italy,2021,Nitrous oxide (N2O),1272884.2
2025/03/10,Germany,2013,Carbon dioxide (CO2),471024000000
2025/03/10,France,2011,Polycyclic aromatic hydrocarbons (PAHs),26944.4
2025/03/10,Germany,2007,"1,2-dichloroethane (DCE-1,2)",69610
2025/03/10,Spain,2011,Chromium and compounds (as Cr),9905
2025/03/10,Germany,2018,Polycyclic aromatic hydrocarbons (PAHs),887.9
2025/03/10,Sweden,2013,Zinc and compounds (as Zn),18931
2025/03/10,Estonia,2020,Mercury and compounds (as Hg),102.9
2025/03/10,Ireland,2019,Non-methane volatile organic compounds (NMVOC),2358862
2025/03/10,Iceland,2017,Particulate matter (PM10),297300
2025/03/10,Greece,2008,Chlorine and inorganic compounds (as HCl),84000
2025/03/10,Slovenia,2022,Benzene,373
2025/03/10,France,2017,Lead and compounds (as Pb),16827
2025/03/10,Bulgaria,2009,Nitrogen oxides (NOX),61476000
2025/03/10,Denmark,2009,Mercury and compounds (as Hg),183.60000000000002
2025/03/10,Germany,2017,Hydrochlorofluorocarbons (HCFCs),676.4100000000001
2025/03/10,Spain,2014,Zinc and compounds (as Zn),104422
2025/03/10,Spain,2014,Hydrogen cyanide (HCN),2604
2025/03/10,Bulgaria,2019,Methane (CH4),29019823
2025/03/10,Belgium,2017,Chromium and compounds (as Cr),1105
2025/03/10,Spain,2020,Arsenic and compounds (as As),560.4
2025/03/10,Norway,2014,Nickel and compounds (as Ni),4875.3
2025/03/10,Italy,2009,Polycyclic aromatic hydrocarbons (PAHs),1063.3
2025/03/10,Luxembourg,2018,Nickel and compounds (as Ni),1520
2025/03/10,Belgium,2019,Polycyclic aromatic hydrocarbons (PAHs),176
2025/03/10,Portugal,2021,Mercury and compounds (as Hg),251.40000000000003
2025/03/10,Greece,2013,Chromium and compounds (as Cr),12733
2025/03/10,Germany,2021,"1,2-dichloroethane (DCE-1,2)",163020
2025/03/10,Slovakia,2016,Benzene,44400
2025/03/10,Poland,2009,Arsenic and compounds (as As),3054
2025/03/10,Poland,2011,Di-(2-ethyl hexyl) phthalate (DEHP),1681.1
2025/03/10,United Kingdom,2012,Perfluorocarbons (PFCs),29739
2025/03/10,Austria,2012,Nitrous oxide (N2O),201800
2025/03/10,Belgium,2011,Di-(2-ethyl hexyl) phthalate (DEHP),1417.6
2025/03/10,Switzerland,2020,Nitrous oxide (N2O),1971766.1
2025/03/10,Slovenia,2017,Ammonia (NH3),417300
2025/03/10,Netherlands,2019,Zinc and compounds (as Zn),224231
2025/03/10,Switzerland,2020,Sulphur oxides (SOX),1133959.1
2025/03/10,Luxembourg,2022,Non-methane volatile organic compounds (NMVOC),529000
2025/03/10,Ireland,2010,Mercury and compounds (as Hg),30.4
2025/03/10,United Kingdom,2010,Sulphur hexafluoride (SF6),5042
2025/03/10,Portugal,2018,Ammonia (NH3),7479300
2025/03/10,Czechia,2016,Arsenic and compounds (as As),1485
2025/03/10,France,2023,Methane (CH4),80529000
2025/03/10,Sweden,2020,Naphthalene,509
2025/03/10,Finland,2016,Nitrous oxide (N2O),1633700
2025/03/10,Czechia,2021,Copper and compounds (as Cu),1544.3191199999999
2025/03/10,Belgium,2010,Tetrachloroethylene,183340
2025/03/10,Finland,2008,Particulate matter (PM10),2290300
2025/03/10,Romania,2018,Non-methane volatile organic compounds (NMVOC),7053000
2025/03/10,Slovakia,2014,Hydro-fluorocarbons (HFCS),1050
2025/03/10,Finland,2016,Sulphur oxides (SOX),26246000
2025/03/10,France,2015,Hydrogen cyanide (HCN),163063
2025/03/10,Belgium,2012,Anthracene,2250
2025/03/10,Belgium,2018,Carbon monoxide (CO),157963000
2025/03/10,Finland,2022,Carbon monoxide (CO),1857000
2025/03/10,Denmark,2014,Carbon monoxide (CO),2192000
2025/03/10,Ireland,2013,Polycyclic aromatic hydrocarbons (PAHs),62.4
2025/03/10,Poland,2017,Particulate matter (PM10),11681800
2025/03/10,Poland,2017,PCDD + PCDF (dioxins + furans) (as Teq),11.526413999999999
2025/03/10,Ireland,2021,Chlorofluorocarbons (CFCs),4.61
2025/03/10,Hungary,2008,Polychlorinated biphenyls (PCBs),0.201
2025/03/10,Norway,2014,"1,2-dichloroethane (DCE-1,2)",17400
2025/03/10,Slovenia,2008,Chromium and compounds (as Cr),224
2025/03/10,Portugal,2019,Hydro-fluorocarbons (HFCS),685
2025/03/10,Hungary,2020,Non-methane volatile organic compounds (NMVOC),552000
2025/03/10,Slovenia,2008,Mercury and compounds (as Hg),19.8
2025/03/10,Portugal,2008,Lead and compounds (as Pb),5672
2025/03/10,Poland,2017,Chromium and compounds (as Cr),11304
2025/03/10,Italy,2023,Cadmium and compounds (as Cd),187.57080000000002
2025/03/10,Belgium,2009,Pentachlorophenol (PCP),126.5
2025/03/10,Greece,2012,Chromium and compounds (as Cr),6265
2025/03/10,Germany,2008,Trichlorobenzenes (TCB),32.7
2025/03/10,Estonia,2013,Arsenic and compounds (as As),11026.5
2025/03/10,Cyprus,2008,Methane (CH4),1001000
2025/03/10,Slovakia,2011,Benzene,64100
2025/03/10,United Kingdom,2007,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",2827.3
2025/03/10,Czechia,2022,Di-(2-ethyl hexyl) phthalate (DEHP),1.02
2025/03/10,Germany,2021,Trichloromethane,1309
2025/03/10,Italy,2010,Trichloroethylene (TRI),5780
2025/03/10,France,2014,Ethylene oxide,17000
2025/03/10,Portugal,2020,Particulate matter (PM10),1081100
2025/03/10,Lithuania,2011,Methane (CH4),5277000
2025/03/10,Czechia,2020,Chlorine and inorganic compounds (as HCl),285150.20278
2025/03/10,Lithuania,2011,Particulate matter (PM10),712200
2025/03/10,Netherlands,2020,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",239.8
2025/03/10,Netherlands,2020,Chlorofluorocarbons (CFCs),2845.5299999999997
2025/03/10,Switzerland,2017,Polychlorinated biphenyls (PCBs),2.6500000000000004
2025/03/10,Belgium,2009,Tetrachloromethane (TCM),911
2025/03/10,Poland,2022,Perfluorocarbons (PFCs),2710
2025/03/10,United Kingdom,2017,"1,2-dichloroethane (DCE-1,2)",383200
2025/03/10,Greece,2023,Methane (CH4),22001000
2025/03/10,Switzerland,2021,Sulphur oxides (SOX),1583046.5999999999
2025/03/10,Portugal,2014,Nitrogen oxides (NOX),36308000
2025/03/10,Slovenia,2016,Naphthalene,766
2025/03/10,Greece,2012,Perfluorocarbons (PFCs),4250
2025/03/10,Croatia,2019,Carbon monoxide (CO),7794000
2025/03/10,Germany,2012,Tetrachloromethane (TCM),106
2025/03/10,Italy,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.016025
2025/03/10,Germany,2021,Tetrachloromethane (TCM),759
2025/03/10,Finland,2009,Lead and compounds (as Pb),2130
2025/03/10,Poland,2016,Trichloromethane,1800
2025/03/10,Romania,2012,Chromium and compounds (as Cr),922
2025/03/10,Belgium,2017,Perfluorocarbons (PFCs),19600
2025/03/10,Portugal,2013,Cadmium and compounds (as Cd),1031.1999999999998
2025/03/10,Netherlands,2012,Trichloroethylene (TRI),26900
2025/03/10,Hungary,2020,Zinc and compounds (as Zn),836
2025/03/10,Portugal,2012,Hydrochlorofluorocarbons (HCFCs),7.6
2025/03/10,Portugal,2009,Copper and compounds (as Cu),3674
2025/03/10,Norway,2012,Carbon monoxide (CO),3760000
2025/03/10,Lithuania,2013,Carbon monoxide (CO),6440000
2025/03/10,Ireland,2016,Mercury and compounds (as Hg),88.9
2025/03/10,Switzerland,2010,Polycyclic aromatic hydrocarbons (PAHs),240
2025/03/10,Greece,2013,Perfluorocarbons (PFCs),10500
2025/03/10,Switzerland,2009,Hydro-fluorocarbons (HFCS),998
2025/03/10,Switzerland,2013,Zinc and compounds (as Zn),7959
2025/03/10,Austria,2022,Cadmium and compounds (as Cd),206
2025/03/10,Netherlands,2007,Trichloroethylene (TRI),9710
2025/03/10,Luxembourg,2009,Naphthalene,1316
2025/03/10,Iceland,2018,Carbon dioxide (CO2),1335410285
2025/03/10,Switzerland,2019,Dichloromethane (DCM),14019
2025/03/10,Serbia,2023,Benzene,8630
2025/03/10,Spain,2023,Pentachlorophenol (PCP),312
2025/03/10,Ireland,2014,Chromium and compounds (as Cr),281
2025/03/10,Lithuania,2007,Carbon monoxide (CO),8080000
2025/03/10,Latvia,2011,Chlorine and inorganic compounds (as HCl),20300
2025/03/10,Greece,2016,Nickel and compounds (as Ni),29096.3
2025/03/10,Norway,2013,"1,2-dichloroethane (DCE-1,2)",17600
2025/03/10,Norway,2013,Trichloromethane,802
2025/03/10,Ireland,2018,Carbon monoxide (CO),4567247.806
2025/03/10,Germany,2012,Sulphur oxides (SOX),249301000
2025/03/10,Portugal,2018,Naphthalene,708
2025/03/10,Poland,2018,Ammonia (NH3),8966300
2025/03/10,Spain,2011,Chlorine and inorganic compounds (as HCl),2124400
2025/03/10,Spain,2012,Fluorine and inorganic compounds (as HF),1075680
2025/03/10,France,2015,Carbon dioxide (CO2),105409000000
2025/03/10,Austria,2018,Naphthalene,1140
2025/03/10,United Kingdom,2018,Naphthalene,5207
2025/03/10,Belgium,2011,Ammonia (NH3),5804400
2025/03/10,Italy,2012,Benzene,210390
2025/03/10,Romania,2023,PCDD + PCDF (dioxins + furans) (as Teq),0.004196
2025/03/10,Greece,2017,Carbon dioxide (CO2),47274000000
2025/03/10,Germany,2012,Nickel and compounds (as Ni),8177.6
2025/03/10,Czechia,2021,PCDD + PCDF (dioxins + furans) (as Teq),0.005326
2025/03/10,Norway,2008,Nitrogen oxides (NOX),64050000
2025/03/10,Belgium,2016,Nitrous oxide (N2O),3726700
2025/03/10,Romania,2019,Methane (CH4),39012000
2025/03/10,Sweden,2008,Cadmium and compounds (as Cd),61
2025/03/10,Czechia,2013,"1,2-dichloroethane (DCE-1,2)",1080
2025/03/10,United Kingdom,2009,Ammonia (NH3),13348400
2025/03/10,France,2011,Naphthalene,4900
2025/03/10,Belgium,2014,Chromium and compounds (as Cr),2541
2025/03/10,Poland,2020,PCDD + PCDF (dioxins + furans) (as Teq),0.120875
2025/03/10,France,2014,Vinyl chloride,212580
2025/03/10,France,2014,Trichloromethane,67623
2025/03/10,Germany,2022,Sulphur oxides (SOX),143492000
2025/03/10,Sweden,2017,Ammonia (NH3),3854900
2025/03/10,Netherlands,2009,Zinc and compounds (as Zn),38086
2025/03/10,Serbia,2017,Ammonia (NH3),4253500
2025/03/10,France,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.018597
2025/03/10,Slovenia,2021,Sulphur oxides (SOX),1899053
2025/03/10,Belgium,2011,Fluorine and inorganic compounds (as HF),31340
2025/03/10,Poland,2020,Chromium and compounds (as Cr),7572
2025/03/10,Czechia,2021,Non-methane volatile organic compounds (NMVOC),3860517.8
2025/03/10,Czechia,2018,Perfluorocarbons (PFCs),4555
2025/03/10,Bulgaria,2022,Sulphur oxides (SOX),55034212
2025/03/10,Poland,2021,Nitrogen oxides (NOX),154283000
2025/03/10,Poland,2010,Tetrachloroethylene,24300
2025/03/10,France,2015,Nitrogen oxides (NOX),111537000
2025/03/10,Germany,2013,Sulphur oxides (SOX),253631000
2025/03/10,Denmark,2020,Chromium and compounds (as Cr),7.069
2025/03/10,Germany,2015,Zinc and compounds (as Zn),63885
2025/03/10,United Kingdom,2017,Arsenic and compounds (as As),635
2025/03/10,Denmark,2020,Arsenic and compounds (as As),2.1241
2025/03/10,Slovenia,2021,Nitrous oxide (N2O),88644
2025/03/10,Norway,2012,Methane (CH4),33282000
2025/03/10,Spain,2009,Particulate matter (PM10),8964600
2025/03/10,Norway,2013,Methane (CH4),33828000
2025/03/10,United Kingdom,2014,Carbon monoxide (CO),447224000
2025/03/10,Italy,2007,Benzene,364890
2025/03/10,Italy,2014,Non-methane volatile organic compounds (NMVOC),31503000
2025/03/10,Greece,2018,Carbon monoxide (CO),32405000
2025/03/10,Sweden,2010,Hydro-fluorocarbons (HFCS),9677
2025/03/10,Bulgaria,2012,Sulphur oxides (SOX),252573000
2025/03/10,United Kingdom,2009,Tetrachloromethane (TCM),7653
2025/03/10,France,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.035177
2025/03/10,Netherlands,2018,Sulphur oxides (SOX),20583000
2025/03/10,Greece,2018,Copper and compounds (as Cu),4369
2025/03/10,Sweden,2010,Carbon dioxide (CO2) excluding biomass,21051005000
2025/03/10,France,2017,Arsenic and compounds (as As),341.5
2025/03/10,Italy,2007,Perfluorocarbons (PFCs),253521
2025/03/10,Poland,2019,Cadmium and compounds (as Cd),3547.5
2025/03/10,Italy,2018,Non-methane volatile organic compounds (NMVOC),27081312.5
2025/03/10,United Kingdom,2016,Benzene,790840
2025/03/10,France,2020,Sulphur hexafluoride (SF6),2039.0999980000001
2025/03/10,France,2021,Hydrogen cyanide (HCN),120718
2025/03/10,France,2020,Lead and compounds (as Pb),10532
2025/03/10,Latvia,2019,Nitrous oxide (N2O),52600
2025/03/10,Netherlands,2008,Fluorine and inorganic compounds (as HF),461790
2025/03/10,Italy,2016,Nickel and compounds (as Ni),5677.9
2025/03/10,Italy,2014,Arsenic and compounds (as As),283.5
2025/03/10,France,2008,Chromium and compounds (as Cr),15790
2025/03/10,France,2021,Chlorine and inorganic compounds (as HCl),427700
2025/03/10,Greece,2007,Lead and compounds (as Pb),3246
2025/03/10,Hungary,2008,Nitrogen oxides (NOX),27688000
2025/03/10,Italy,2016,Mercury and compounds (as Hg),636.3
2025/03/10,Austria,2007,Zinc and compounds (as Zn),18820
2025/03/10,Netherlands,2018,Nitrous oxide (N2O),5671000
2025/03/10,Denmark,2017,Non-methane volatile organic compounds (NMVOC),8211000
2025/03/10,Bulgaria,2013,Sulphur oxides (SOX),135074000
2025/03/10,United Kingdom,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.020665000000000003
2025/03/10,Slovenia,2007,Nitrous oxide (N2O),84200
2025/03/10,Finland,2017,Particulate matter (PM10),1517300
2025/03/10,Italy,2017,Ammonia (NH3),29725600
2025/03/10,Netherlands,2022,Chlorine and inorganic compounds (as HCl),198800
2025/03/10,Greece,2007,Non-methane volatile organic compounds (NMVOC),5766000
2025/03/10,France,2008,Trichloromethane,94719
2025/03/10,Switzerland,2011,Zinc and compounds (as Zn),11820
2025/03/10,Romania,2008,Chlorine and inorganic compounds (as HCl),149400
2025/03/10,Greece,2009,Copper and compounds (as Cu),2541
2025/03/10,United Kingdom,2007,Methane (CH4),575141000
2025/03/10,Netherlands,2013,Chlorine and inorganic compounds (as HCl),221900
2025/03/10,Lithuania,2008,Carbon monoxide (CO),6235000
2025/03/10,United Kingdom,2011,Naphthalene,13498
2025/03/10,Portugal,2019,Benzene,19460
2025/03/10,Finland,2015,Nickel and compounds (as Ni),5567.799999999999
2025/03/10,Finland,2014,Non-methane volatile organic compounds (NMVOC),5519000
2025/03/10,France,2019,Perfluorocarbons (PFCs),16330
2025/03/10,Finland,2015,Mercury and compounds (as Hg),313.4
2025/03/10,Sweden,2009,Carbon dioxide (CO2) excluding biomass,14825196000
2025/03/10,Switzerland,2017,Carbon dioxide (CO2),7671000000
2025/03/10,Belgium,2007,Dichloromethane (DCM),228200
2025/03/10,Romania,2022,Nitrous oxide (N2O),91100
2025/03/10,Norway,2014,Nitrogen oxides (NOX),62561000
2025/03/10,Estonia,2020,Nitrogen oxides (NOX),3918000
2025/03/10,Portugal,2017,Polycyclic aromatic hydrocarbons (PAHs),1475.6
2025/03/10,Netherlands,2010,Zinc and compounds (as Zn),49917
2025/03/10,United Kingdom,2011,Di-(2-ethyl hexyl) phthalate (DEHP),160
2025/03/10,France,2015,Halons,1170
2025/03/10,Poland,2022,Anthracene,3000
2025/03/10,Finland,2019,Nitrous oxide (N2O),13369100
2025/03/10,Portugal,2007,Carbon dioxide (CO2),30341000000
2025/03/10,Finland,2016,Nickel and compounds (as Ni),4836.9
2025/03/10,Denmark,2012,Carbon dioxide (CO2),14118000000
2025/03/10,Czechia,2008,Cadmium and compounds (as Cd),3122.4999999999995
2025/03/10,Czechia,2016,Cadmium and compounds (as Cd),365.3
2025/03/10,Romania,2013,Nitrous oxide (N2O),2491400
2025/03/10,United Kingdom,2010,Tetrachloromethane (TCM),8120
2025/03/10,Finland,2012,Nickel and compounds (as Ni),4793.4
2025/03/10,Czechia,2016,Non-methane volatile organic compounds (NMVOC),3171000
2025/03/10,Hungary,2022,Benzene,3530
2025/03/10,Spain,2020,"1,2-dichloroethane (DCE-1,2)",19740
2025/03/10,Czechia,2008,Particulate matter (PM10),5241900
2025/03/10,United Kingdom,2011,Tetrachloromethane (TCM),8448
2025/03/10,Czechia,2015,Carbon monoxide (CO),131088000
2025/03/10,Italy,2008,Vinyl chloride,10440
2025/03/10,Finland,2012,Mercury and compounds (as Hg),393.8
